,date,num_days_online,video_duration,music_name,author_num_likes,author_num_followers,num_likes,num_shares,num_plays,num_comments,trend_median_num_plays,trend_median_num_likes,trend,id,novel,entertaining,learn,skill,recognise,repetition,comment,delete,not_sure,novel_1,entertaining_1,learn_1,skill_1,recognise_1,repetition_1,comment_1,creativity,complexity,memorability,creativity_1,complexity_1,memorability_1
20268,2020-09-13 18:23:20,6.039.008.566.435,10,,2300000,33700,733,0,5172,7,90200.0,9145.0,982.0,6872039527729351942,4,2,2,3,4,1,,,,2,3,2,2,4,1,,6,5,5,5,4,5
20301,2020-09-30 04:12:32,33.397.232.523,14,애인만들기,17500,7293,6985,14,48000,57,605.0,235.0,1018.0,6878128768590941184,2,4,2,3,3,1,,,,3,4,3,3,2,1,,6,5,4,7,6,3
20308,2020-09-01 13:07:16,385.661.581.944,15,Whole Lotta Choppas,30500000,2800000,7878,202,139100,82,1900000.0,328500.0,462.0,6867505047694003200,3,3,4,4,3,1,,,,4,4,4,4,3,1,,6,8,4,8,8,4
20346,2020-09-14 20:04:03,6.061.772.778.241,15,You Got It,188300,6078,197,0,2620,6,3908.5,177.5,115.0,6872436572071955717,1,3,1,2,1,1,,,,2,3,3,2,2,0,,4,3,2,6,5,2
20380,2020-09-11 15:55:37,2.419.921.294.329,14,,367300,30000,715,3,8234,6,8234.0,721.0,560.0,6871259338325937410,3,4,3,3,2,1,,,,3,3,3,4,2,0,,7,6,3,6,7,2
20395,2020-09-22 02:27:24,114.134.164.352,14,,2962,1085,29,2,98,1,9922.0,2312.0,128.0,6875132983670590464,2,1,1,1,3,1,,,,1,1,1,1,1,0,,3,2,4,2,2,1
20399,2020-09-02 05:28:32,3.001.369.339.931,14,,2368,112,5,0,41,0,41.0,7.0,1503.0,6867757966175603969,3,3,4,5,3,1,,,,5,4,5,5,4,0,,6,9,4,9,10,4
20408,2020-09-14 19:58:33,2.868.727.561.921,13,,5900000,286700,3056,27,37800,229,17650.0,1680.5,646.0,6872435157349960966,4,3,4,4,3,1,,,,5,5,5,5,4,0,,7,8,4,10,10,4
20438,2020-09-27 10:25:45,62.982.805.324,9,Wrap Me In Plastic (Slowed Down Version),2300000,238800,508,1,3701,19,19450.0,2236.5,41.0,6877111696754789376,2,2,1,2,3,1,minimal repetition..,,,2,4,2,2,3,1,,4,3,4,6,4,4
20458,2020-10-19 22:03:01,6.065.740.799.769,11,"Spooky, Scary Skeletons",770300,92900,2197,18,46800,21,46800.0,2197.0,1210.01,6885455093215399173,4,4,3,4,4,1,,,,5,5,4,5,5,0,,8,7,5,9,9,5
20485,2020-10-28 17:53:37,238.950.101.713,13,In My Bed,1000000,147200,249,0,2893,1,41500.0,3634.0,236.0,6888730756756049154,2,3,3,3,2,1,,,,3,2,3,3,2,1,,5,6,3,5,6,3
20512,2020-09-04 05:50:25,343.332.884.375,10,,387,29,33,1,525,3,448.0,44.0,341.0,6868505775317339136,1,1,1,2,2,1,,,,1,2,1,1,2,0,,2,3,3,3,2,2
20564,2020-10-22 08:38:29,5.412.482.357.639,18,,6400000,722100,6681,37,47800,133,6653.5,710.0,725.0,6886361177547459841,3,1,2,2,3,1,,,,3,3,2,4,4,0,,4,4,4,5,6,4
20590,2020-09-07 01:54:13,267.096.351.389,12,,3500000,523300,35600,183,133800,269,11100.0,3654.0,1337.0,6869558156326931456,1,3,2,1,2,1,,,,1,2,1,1,1,1,,4,3,3,3,2,2
20639,2020-10-10 11:57:30,595.254.549.213,15,Se Acabó la Cuarentena,25000,10300,212,0,1027,11,3085.0,312.0,76.0,6881959450526158081,2,2,3,3,2,1,,,,2,3,2,3,3,1,,4,6,3,5,5,4
20702,2020-09-05 02:28:43,287.323.815.046,29,,20300000,1400000,53400,753,251300,286,450050.0,78850.0,1393.0,6868824880763128832,2,2,3,2,4,1,,,,2,3,4,2,2,1,,4,5,5,7,6,3
20733,2020-10-02 15:33:20,5.962.356.485.532,13,,455200,77800,1920,8,30100,52,1013.0,85.5,515.0,6879046135479078150,3,4,4,5,4,1,,,,3,5,4,4,4,0,,7,9,5,9,8,4
20815,2020-10-03 01:09:46,2.945.328.594.097,24,,11600,724,290,2,1220,15,1255.0,193.0,153.0,6879194928589688066,2,3,4,4,2,1,,,,4,4,5,5,2,1,more than 1,5,8,3,9,10,3
20849,2020-09-17 23:10:33,147.450.110.301,15,THICK,834600,21600,81700,253,566800,3167,42400.0,2882.0,249.0,6873597894805572608,2,1,4,2,2,0,,,,2,3,2,2,1,0,,3,6,2,5,4,1
20880,2020-09-16 01:45:13,5.766.164.846.991,14,,5774,1106,17,0,71,0,99.0,29.0,533.0,6872895587751169281,1,2,1,1,1,0,,,,1,1,1,1,1,0,,3,2,1,2,2,1
20889,2020-09-05 07:31:26,282.461.836.111,54,,1500000,58400,2426,141,32700,19,124300.0,9179.0,1597.0,6868902894050003968,3,2,4,4,2,1,A bit unclear because of disruptions with the graphic,,,2,2,4,2,1,1,,5,8,3,6,6,2
20910,2020-09-06 15:20:44,5.860.672.709.028,12,,135,35,5,0,32,0,17.0,3.0,480.0,6869394924714921218,1,2,2,2,3,1,,,,1,2,1,1,4,1,,3,4,4,3,2,5
20921,2020-09-19 08:29:09,141.815.727.199,14,,252300,98400,36400,374,124700,474,6114.5,1686.5,429.0,6874112964320955392,1,1,2,2,1,1,,,,1,1,1,1,1,1,,2,4,2,2,2,2
20947,2020-10-03 00:42:23,5.603.812.969.907,10,,1200000,50500,195,2,2771,48,14000.0,752.0,456.0,6879187750667570438,2,3,2,3,2,1,2 people by the end,,,3,4,2,1,4,1,,5,5,3,6,3,5
21004,2020-09-16 07:15:20,164.082.167.361,9,,68600,7865,62700,426,623100,125,1529.0,144.0,50.0,6872980681077574656,1,2,2,2,2,1,more people by the end?,,,3,4,2,1,4,1,,3,4,3,6,3,5
21051,2020-09-13 12:15:26,301.341.695.602,15,,188200,11600,4682,37,34100,28,8939.5,1263.0,193.0,6871944765743664386,1,2,3,1,1,1,,,,2,2,2,2,1,0,,3,4,2,4,4,1
21070,2020-09-06 03:04:19,2.962.289.029.514,15,,7550,1444,44,0,131,5,217.0,90.0,1632.0,6869205142000897282,1,1,1,1,2,1,minimal repetition (1),,,2,1,2,1,2,0,,2,2,3,3,3,2
21076,2020-09-14 21:53:50,186.007.511.111,15,,443900000,31600000,5000000,39100,47200000,120800,97200.0,10082.0,869.0,6872464857849940992,3,3,4,2,2,1,,,,3,4,2,1,3,1,,6,6,3,6,3,4
21089,2020-09-11 20:43:19,6.097.587.623.727,26,HELICOPTER,125400,3124,96,0,786,15,2022.0,199.5,1862.0,6871333431897328902,2,3,4,4,3,1,,,,4,3,5,3,2,0,,5,8,4,8,8,2
21103,2020-09-18 01:49:43,154.424.621.181,14,,78,17,9,2,57,0,84.5,34.0,95.0,6873638918844156928,2,2,2,1,1,1,,,,1,2,1,1,2,1,more than 1,4,3,2,3,2,3
21106,2020-09-10 17:16:01,2.429.405.330.324,15,Bebisch,5000000,172800,68800,4798,631300,2234,174000.0,16800.0,218.0,6870908966113742082,2,2,1,2,3,1,,,,2,2,2,1,1,1,,4,3,4,4,3,2
21184,2020-10-05 20:42:13,5.907.250.572.685,15,What You Know Bout Love,55200,15900,559,3,6228,15,2076.5,192.0,120.0,6880239088742534405,1,3,2,2,2,1,,,,2,3,3,2,2,0,,4,4,3,6,5,2
21227,2020-09-18 21:41:31,6.829.688.784.954,28,,80200000,3400000,8393,135,105300,178,194800.0,30200.0,704.0,6873946036201655557,3,1,1,1,3,1,,,,2,4,2,1,4,1,,4,2,4,6,3,5
21245,2020-09-12 18:41:31,207.827.421.759,10,,256500,57700,2307,12,8627,86,6383.0,1453.0,1140.0,6871673173310557184,1,2,1,2,1,1,a bit unclear (disruptions),,,1,2,1,1,1,1,more than 1,3,3,2,3,2,2
21296,2020-10-04 18:41:04,6.667.600.503.356,12,Se Te Nota,526700000,15800000,346900,1470,2300000,1193,556000.0,78900.0,165.0,6879836938472377602,2,4,3,4,2,1,,,,3,4,4,4,3,0,,6,7,3,8,8,3
21318,2020-09-25 04:28:54,13.713.075.763.900.000,10,,332300,69700,207,12,602,4,602.0,207.0,1275.0,6876277562344000512,3,1,1,1,1,1,weird and unclear,1,,1,1,1,1,1,0,,4,2,2,2,2,1
21371,2020-10-16 17:39:01,5.914.249.101.389,15,,3900000,29800,270,1,1847,5,5603.0,385.0,253.0,6884273739177938181,4,4,3,2,3,1,,,,5,5,5,5,5,1,,8,5,4,10,10,6
21439,2020-09-21 22:11:12,6.798.921.935.417,29,,8900000,416700,30300,322,298600,1759,190700.0,27800.0,327.0,6875066855535496453,3,3,4,4,3,1,,,,3,4,5,3,3,0,,6,8,4,9,8,3
21482,2020-09-11 03:18:40,6.110.762.270.139,15,,3200000,271100,13700,398,84600,1440,44259.0,7010.0,987.0,6871064209891888390,2,3,4,5,2,1,,,,3,3,3,2,4,1,,5,9,3,6,5,5
21485,2020-09-12 04:38:38,215.527.152.315,15,,500600,139700,1511,139,10900,37,14800.0,2101.0,624.0,6871455941414505472,1,2,1,2,1,1,minimal repetition,,,2,3,3,2,2,0,,3,3,2,6,5,2
21497,2020-09-23 05:51:44,2.342.363.589.468,30,호랑이,10500000,175400,2738,14,21400,197,47250.0,5335.0,1460.0,6875556728990158081,3,3,5,5,3,1,,,,5,4,5,5,3,0,,6,10,4,9,10,3
21513,2020-09-28 13:52:26,5.184.653.044,15,,28300,13000,2722,26,10300,80,13750.0,2969.5,807.0,6877536045995428864,1,2,1,2,1,1,,,,1,2,2,1,1,0,,3,3,2,4,3,1
21521,2020-09-19 16:35:36,5.957.378.547.569,7,,656800,114800,1442,14,22800,16,12200.0,1006.0,657.0,6874238281505066246,2,1,1,1,1,1,,,,2,2,2,2,2,0,,3,2,2,4,4,2
21535,2020-09-17 00:31:24,164.935.836.343,15,,20200000,969400,135500,1017,550200,1126,43100.0,8733.5,470.0,6873247645557672960,2,2,1,2,2,1,,,,1,1,1,1,2,0,,4,3,3,2,2,2
21542,2020-09-13 03:07:52,260.589.516.667,8,,239100,23400,223,5,723,2,11300.0,2304.0,254.0,6871803658531523584,3,2,2,3,2,0,,,,2,3,2,3,3,1,,5,5,2,5,5,4
21555,2020-09-13 05:13:25,304.163.390.741,26,,174800,14500,1417,19,8314,59,218000.0,57800.0,850.0,6871836008929889538,1,2,1,2,2,1,,,,1,2,2,1,2,1,,3,3,3,4,3,3
21560,2020-09-13 09:48:27,5.822.087.268.287,26,I Need U,6500000,114900,9642,150,37500,98,37500.0,9642.0,895.0,6871906888859094273,2,3,4,3,3,1,,,,3,2,4,3,2,0,,5,7,4,6,7,2
21573,2020-10-15 16:37:59,6.042.142.788.657,15,,10700000,524900,20700,25,129800,122,16300.0,1800.0,1435.0,6883887156557794562,2,2,3,3,2,1,,,,4,3,4,5,3,0,,4,6,3,7,9,3
21580,2020-09-25 02:25:38,84.791.110.185,10,,1056,296,162,0,1162,6,5270.0,1755.0,908.0,6876245783960751104,1,1,1,2,2,1,,,,1,1,1,1,1,0,,2,3,3,2,2,1
21593,2020-10-23 14:54:18,5.410.423.935.417,13,,2500000,51600,207,1,1887,0,1728.0,106.0,288.01,6886829116851506433,2,2,1,2,1,1,,,,2,3,3,2,2,0,,4,3,2,6,5,2
21604,2020-10-19 21:31:52,6.518.874.301.389,9,16 Shots,6900000,1100000,1701,8,28800,14,28800.0,1701.0,611.02,6885447220787825921,3,3,4,4,2,1,,,,4,5,4,5,3,0,more than 1,6,8,3,9,9,3
21643,2020-10-03 00:26:43,1.782.733.455.787,20,Back Door,13900,653,296,0,1246,25,61850.0,10600.0,894.0,6879183836689747201,3,2,3,2,2,1,,,,4,4,4,4,4,1,,5,5,3,8,8,5
21654,2020-09-22 06:47:41,112.358.250.694,15,,27400000,1200000,68700,727,240000,234,289.0,83.0,885.0,6875200060586478592,1,1,1,1,1,1,,,,1,1,1,1,1,0,,2,2,2,2,2,1
21662,2020-09-18 07:24:40,154.682.074.421,12,Chicken Wing,701100,124900,175300,2276,1500000,573,7191.0,1354.0,765.0,6873725242666191872,1,2,2,2,1,1,,,,2,2,3,2,2,0,,3,4,2,5,5,2
21676,2020-09-18 07:34:34,155.186.165.509,11,,9061,3183,3929,656,10100,233,8888.0,1398.0,872.0,6873727809022430208,1,1,1,1,1,1,,,,1,1,1,1,1,0,,2,2,2,2,2,1
21691,2020-09-15 09:20:05,183.494.176.273,14,,128200,50200,90800,649,304400,362,5802.0,1133.0,1233.0,6872641723638631424,2,2,1,2,1,1,,,,2,2,2,1,2,1,more than 1,4,3,2,4,3,3
21701,2020-09-28 03:45:17,161.724.969.444,15,,8500000,830800,2700000,7708,24800000,22000,896200.0,148600.0,1258.0,6877379574641069313,2,1,1,1,2,1,,,,1,2,1,1,1,0,,3,2,3,3,2,1
21705,2020-09-15 12:12:22,182.881.474.306,14,,36400,6662,947,6,3922,4,2827.0,782.0,806.0,6872686145818332160,2,3,1,2,2,1,,,,1,1,1,1,1,0,,5,3,3,2,2,1
21709,2020-09-17 13:37:58,213.644.100.926,13,,516200,98500,589,7,1626,3,39621.0,6674.5,1113.0,6873450369716915200,1,2,1,1,1,1,,,,1,1,1,1,1,1,,3,2,2,2,2,2
21715,2020-09-17 12:20:21,39.854.213.588,15,,37700000,1400000,176800,700,798800,149,48800.0,12113.0,1186.0,6873430378149940481,1,1,2,1,1,0,disrupted/unclear,,,1,1,1,1,1,0,more than 1,2,3,1,2,2,1
21727,2020-09-19 14:38:56,5.738.806.985.532,13,,29,5,1,0,67,0,89.0,10.0,789.0,6874208250154306817,3,2,2,3,1,1,,,,2,3,3,2,2,0,,5,5,2,6,5,2
21738,2020-09-26 23:55:37,2.784.437.240.625,11,,498900,80500,967,6,8289,20,698700.0,132350.0,1047.0,6876949304032988418,1,1,2,1,1,0,a bit disrupted,,,2,3,2,1,1,0,,2,3,1,5,3,1
21763,2020-11-03 00:53:54,2.474.273.152.199,20,,25000,3309,24,0,247,0,5261.5,1026.0,674.0,6890694479859207426,1,3,2,2,2,1,,,,3,3,3,2,2,1,,4,4,3,6,5,3
21772,2021-01-10 21:54:55,1.207.464.875.579,57,,5900000,138400,2421,46,31800,202,20500.0,2421.0,303.0,6916253221380001026,3,2,2,3,2,1,,,,3,3,4,3,3,1,,5,5,3,7,7,4
21780,2020-09-30 07:31:39,32.297.564.583,15,,41900,15300,41,0,300,3,15200.0,2039.5,641.0,6878180081752230912,2,2,1,1,1,1,,,,1,1,1,1,1,1,,4,2,2,2,2,2
21801,2020-10-01 08:24:09,25.453.017.593,16,,93200000,5800000,41200,118,178300,490,474750.0,54650.0,516.0,6878564700251065344,2,3,2,2,2,1,,,,3,3,3,3,2,0,,5,4,3,6,6,2
21878,2020-09-29 09:21:47,41.720.224.421,15,,118900,29500,815,6,6157,66,1187.0,331.0,235.0,6877837378573126656,2,1,2,1,2,1,,,,2,3,2,2,2,0,,3,3,3,5,4,2
21886,2020-09-20 20:32:38,6.087.248.195.718,11,May I,6800000,313600,87900,221,259800,206,259800.0,81500.0,786.0,6874670412626742533,2,1,2,2,2,1,minimal repetition (1),,,3,3,4,4,2,0,,3,4,3,7,8,2
21911,2020-09-25 20:48:22,6.756.187.116.088,5,,5200000,425000,14900,171,497800,32,51900.0,3479.5,405.0,6876529970705861890,,,,,,,inapplicable?,1,,1,3,1,1,1,0,,0,0,0,4,2,1
21924,2020-09-21 21:00:11,2.355.912.386.111,35,LA DI DA,84800,4897,1153,148,5037,53,3652.0,640.0,1249.0,6875048658421828866,3,3,4,3,3,1,,,,5,4,5,4,3,0,,6,7,4,9,9,3
22051,2020-10-04 15:25:38,5.947.642.490.972,7,New Thang,966200,101900,1028,2,7264,3,9051.0,611.0,876.0,6879786572636540161,1,3,2,1,2,0,,,,2,3,3,3,3,0,,4,3,2,6,6,3
22083,2020-09-23 01:24:10,185.326.882.986,14,,1500000,139900,1888,102,5754,38,690.5,216.0,970.0,6875487769855266050,1,2,1,2,2,1,,,,1,1,1,1,1,1,,3,3,3,2,2,2
22095,2020-09-28 09:30:52,565.533.277.963,14,,237,121,8,0,22,0,115.0,33.0,1145.0,6877468634499910914,1,2,1,1,1,1,,,,2,1,2,1,1,1,,3,2,2,3,3,2
22108,2020-10-03 04:12:56,4.045.971.296,15,,536300,163900,1335,10,3573,12,3149.0,961.0,241.0,6879242133778304000,3,2,1,1,3,1,,,,1,2,1,1,1,1,,5,2,4,3,2,2
22111,2020-09-26 01:06:36,74.729.152.083,15,,12000000,940900,85300,972,302700,299,95150.0,27200.0,755.0,6876596512613256192,1,3,1,1,1,1,,,,1,2,2,1,1,1,,4,2,2,4,3,2
22130,2020-10-08 19:51:16,18.383.462.269.000.000,12,,852600000,14200000,592200,2325,2300000,6061,20250.0,1748.5,531.0,6881339214781352960,2,2,3,2,1,0,,,,2,2,2,2,2,0,,4,5,1,4,4,2
22167,2020-10-23 14:35:06,2.038.548.682.523,17,,748500,97500,97700,4232,1000000,961,291350.0,32850.0,107.0,6886823807269539077,3,2,4,2,1,0,,,,4,4,3,4,4,1,,5,6,1,7,7,5
22213,2020-10-19 01:37:21,5.451.181.527.315,9,,15100,5926,4472,13,35900,0,31850.0,2161.5,264.0,6885139391971560705,2,2,2,2,3,1,,,,3,4,3,3,4,1,more than 1,4,4,4,7,6,5
22259,2020-10-03 00:44:15,4.901.997.454,15,,11100000,1100000,43500,489,164300,453,8300.0,1693.0,735.0,6879188356224404480,1,1,2,2,1,0,,,,2,1,2,1,1,0,,2,4,1,3,3,1
22277,2020-10-05 12:51:50,2.621.596.734.722,6,,1000000,147200,978,1,11100,13,13350.0,1269.0,114.0,6880118027614948609,1,2,1,1,3,1,,,,3,3,3,4,3,0,,3,2,4,6,7,3
22284,2020-09-27 11:41:03,63.409.842.130.000.000,15,,828100,248600,4156,33,14000,67,1136.0,318.0,1589.0,6877131104231394304,2,1,1,1,1,1,,,,1,1,1,1,1,1,,3,2,2,2,2,2
22287,2020-09-30 08:26:51,297.223.847.037,26,nanana,10200,206,10,0,108,0,1359.0,39.0,"6,86E+195",6878194312857816321,3,3,4,3,2,1,minimal repetition,,,5,5,5,5,3,0,,6,7,3,10,10,3
22312,2020-10-04 20:20:01,6.148.144.578.241,16,Hit the Quan (Original Version),1100000,55100,931,0,7824,7,118100.0,12800.0,175.0,6879862291160960262,3,4,4,4,3,1,,,,3,2,4,3,2,0,,7,8,4,6,7,2
22357,2020-09-29 11:31:02,40.673.979.861,10,,1500000,150700,3751,256,19700,57,1400000.0,275700.0,1476.0,6877870693682334720,2,1,2,2,1,0,,,,3,3,3,4,4,0,,3,4,1,6,7,4
22376,2020-10-14 02:43:33,5.522.181.343.981,12,,2600000,83600,1369,7,12900,9,10105.0,791.5,276.0,6883300859153878277,2,1,1,1,2,0,,,,2,2,2,2,3,0,,3,2,2,4,4,3
22431,2020-09-28 09:04:43,51.418.818.866,15,,243300,66800,1020,21,3477,76,2702.0,844.0,1419.0,6877461898103720960,1,3,1,1,4,1,,,,2,3,2,1,2,1,,4,2,5,5,3,3
22448,2020-10-23 14:58:39,5.986.151.246.296,20,,1260,67,14,0,74,2,1348.5,157.5,311.0,6886830238962109698,1,2,2,2,3,1,,,,2,3,2,3,3,1,,3,4,4,5,5,4
22456,2020-10-02 07:49:01,15.122.681.481,15,,21200,6122,129,0,505,25,9067.0,1830.0,1352.0,6878926731248421888,1,1,2,1,1,1,,,,1,2,2,2,2,1,,2,3,2,4,4,3
22461,2020-09-29 10:22:18,40.829.408.449,9,,3500000,522900,30300,139,112700,171,17500.0,4231.5,402.0,6877852978494196736,1,2,1,1,4,1,,,,1,2,1,1,1,1,,3,2,5,3,2,2
22477,2020-10-03 13:18:45,2.601.966.435,13,,40100,13600,1057,5,3285,13,1119.0,509.0,1195.0,6879382794095643648,3,1,1,1,1,1,minimal repetition (1),,,2,2,2,2,1,0,,4,2,2,4,4,1
22490,2020-09-30 02:29:25,34.685.666.898,15,,5400000,649400,4809,49,15400,37,15450.0,4306.5,65.0,6878102198354545664,1,2,2,2,4,1,,,,2,3,2,2,2,1,,3,4,5,5,4,3
22501,2020-10-02 05:50:08,16.567.209.491,20,,72,13,4,0,44,0,93.0,7.0,237.0,6878896098577091584,2,2,3,2,3,1,,,,2,2,2,2,3,1,,4,5,4,4,4,4
22513,2020-10-03 01:54:54,5.610.471.882.755,15,,42800,2777,91,1,289,0,264.5,89.5,912.0,6879206557859515649,1,1,2,1,4,1,,,,1,2,1,1,1,1,,2,3,5,3,2,2
22525,2020-10-01 04:25:05,23.360.717.014,15,,86500,17400,3164,23,11500,18,12100.0,3074.0,289.0,6878503089884777472,3,1,2,2,2,1,minimal repetition,,,2,1,2,2,1,1,,4,4,3,3,4,2
22637,2020-10-02 02:22:43,14.386.943.287,15,,109000,19800,1434,63,5116,148,5283.0,1262.0,"6,84E+195",6878842644190055424,1,1,2,1,4,1,,,,1,2,2,1,1,1,,2,3,5,4,3,2
22652,2020-10-04 08:24:43,667.310.591.412,15,,2400000,368000,6642,68,39300,163,25200.0,3812.5,1350.0,6879678107259899137,2,3,2,2,3,1,,,,2,3,2,2,2,1,,5,4,4,5,4,3
22657,2020-10-01 20:17:32,16.834.258.333,14,,7062,572,27,0,96,2,4462.0,604.0,1320.0,6878748401052208128,4,3,3,4,4,1,,,,4,5,3,5,4,1,,7,7,5,8,8,5
22667,2020-10-01 08:30:36,24.741.443.981,14,,15900,4457,162,0,702,7,702.0,162.0,847.0,6878566357202390016,2,1,2,2,2,1,,,,1,2,2,1,1,1,,3,4,3,4,3,2
22699,2020-10-02 05:56:13,15.620.402.662,12,,2700000,358900,4755,36,13500,38,3014.5,1064.5,613.0,6878897667506752512,1,2,1,1,3,1,,,,1,1,1,1,1,1,,3,2,4,2,2,2
22702,2020-10-01 08:11:54,130.379.114.583,11,,12200000,1200000,20700,300,83800,241,2711.0,585.0,"6,88E+193",6878561543928237313,2,1,2,1,1,1,minimal repetition (1),,,1,1,1,1,1,0,,3,3,2,2,2,1
22713,2020-10-03 08:23:08,6.683.124.435.764,13,,785400,95000,30700,528,160400,275,22900.0,5590.0,1091.0,6879306613564493058,4,2,2,2,3,1,,,,2,2,2,1,1,0,,6,4,4,4,3,1
22770,2020-11-06 03:36:00,5.544.798.669.792,18,Garage Room Freestyle (Reel It In),2700000,44100,96,1,1570,2,973.5,84.5,557.0,6891849336947330309,3,3,4,3,2,1,2 people -ish,,1,2,3,2,2,3,1,,6,7,3,5,4,4
22797,2020-10-05 07:12:07,6.663.202.041.319,15,,785400,95000,3167,95,14500,115,5954.0,1464.0,1395.0,6880030479731428610,2,1,2,2,2,1,,,,1,2,1,1,1,1,,3,4,3,3,2,2
22806,2020-10-08 04:55:57,5.549.035.610.301,15,,1818,63,3,0,60,0,60.0,10.0,1043.0,6881108640359550209,3,3,3,2,3,1,,,,2,2,2,2,2,1,,6,5,4,4,4,3
22845,2020-10-09 23:27:16,171.315.946.713,15,Lovesick Girls,812200,61400,3609,3,24600,65,20500.0,1920.0,213.0,6881766113777061121,3,4,3,4,2,1,,,,5,5,5,5,3,1,,7,7,3,10,10,4
22908,2021-02-20 03:10:19,4.627.364.498.958,12,,10100000,274000,1308,15,22200,22,329400.0,31800.0,28.0,6931177861558570246,1,3,3,4,5,1,,,,4,5,4,4,5,1,,4,7,6,9,8,6
22939,2020-12-15 06:36:19,1.490.089.672.569,15,Deep End,7191,579,40,0,325,2,3153.0,916.0,1340.0,6906368295994133762,2,2,2,3,3,1,,,,1,2,2,1,1,1,,4,5,4,4,3,2
22947,2020-11-09 18:46:08,1.405.111.781.944,26,Savage Love (Laxed - Siren Beat) (BTS Remix),4300000,197600,2642,16,23800,30,72300.0,20400.0,1538.0,6893197109516897541,3,3,5,4,2,1,minimal repetition,,,4,4,5,5,3,1,,6,9,3,9,10,4
22972,2020-10-29 05:11:50,1.520.766.643.056,26,Pretty Savage,4000000,390800,2773,2,25400,26,29400.0,3762.0,1310.0,6888905523710774529,3,1,4,4,3,1,a bit unclear,,1,5,5,4,4,4,0,,4,8,4,9,8,4
23007,2020-10-16 05:37:32,1.660.280.356.019,21,,109900,9278,152,0,403,9,403.0,151.0,1586.0,6884088034988412162,1,3,2,3,4,1,,,,2,3,3,2,2,1,,4,5,5,6,5,3
23026,2021-01-13 18:32:06,458.431.511.169,15,,1500000,418200,41300,1184,667300,0,106500.0,9017.0,1219.0,6917314171516243205,2,2,2,2,2,1,,,,2,3,1,1,3,0,,4,4,3,4,2,3
23052,2020-10-08 18:04:33,15.974.802.894,15,,0,48000000,764900,1838,3100000,5914,4464.0,433.0,2.0,6881311670765931520,2,3,3,4,3,1,,,,3,3,3,4,3,1,,5,7,4,6,7,4
23280,2020-11-24 14:42:40,168.047.026.088,13,,1200000,204500,45200,55,327200,838,2850000.0,368100.0,51.0,6898700844988992769,3,3,3,4,3,1,,,,3,4,4,4,2,1,,6,7,4,8,8,3
23311,2020-11-18 16:32:34,5.701.507.589.699,15,,1800000,120200,3214,66,45700,34,12239.5,1026.0,818.0,6896502652981611778,3,1,2,2,1,1,more people,1,,2,4,2,1,3,1,more than 1,4,4,2,6,3,4
23334,2021-05-06 19:07:18,3.804.163.167.824,18,Ride It,25900000,2800000,84400,5420,694900,2023,15400.0,941.0,252.01,6959255920727559429,3,3,4,4,5,1,more people in the background,,1,3,2,1,1,3,1,more than 1,6,8,6,3,2,4
23348,2020-10-17 21:30:24,6.537.482.438.194,26,Make A Wish (Birthday Song),16700000,914800,18900,165,146100,63,64550.0,7609.0,508.0,6884704504483237126,2,3,3,4,2,1,,,,4,3,5,4,2,0,,5,7,3,8,9,2
23442,2020-12-13 13:15:57,2.068.056.581.829,15,All I Want for Christmas Is You,3100000,118700,1023,18,12200,32,7846.5,684.5,1770.0,6905729117807824130,2,1,3,2,1,0,,,,3,3,3,2,2,0,,3,5,1,6,5,2
23493,2020-11-04 14:57:55,5.557.069.369.792,10,Say I Yi Yi,124100,1125,47,0,1938,1,9016.0,735.0,799.0,6891283073502104834,1,2,2,2,2,0,,,,2,4,3,3,3,0,,3,4,2,7,6,3
23519,2020-11-24 09:02:52,1.682.829.983.102,15,gebe auf.,1200000,204500,145600,293,1100000,688,161600.0,19700.0,307.0,6898613276318452993,3,4,4,5,3,0,,,,4,2,4,4,2,0,,7,9,3,6,8,2
23623,2021-01-08 13:13:16,462.251.962.963,15,,175600,46900,84,0,825,0,445.0,75.5,25.0,6915376638762994945,2,3,2,2,1,1,,,,2,3,2,1,4,1,,5,4,2,5,3,5
23738,2020-12-22 14:24:05,2.157.355.915.046,20,딩가딩가 (Dingga),236700,15100,1357,6,6964,13,6015.5,693.0,90.0,6909086441914060034,2,3,4,4,3,0,,,,5,4,5,5,3,0,,5,8,3,9,10,3
23745,2020-12-26 19:12:32,5.181.593.827.778,27,Billie Jean,41000,9060,168,1,623,15,2855.0,793.0,1467.01,6910645056705809669,2,1,1,1,3,1,,,,3,4,3,2,3,1,,3,2,4,7,5,4
23775,2020-11-17 20:14:19,2.286.516.553.125,10,Fuck It Up,9000000,619900,88900,282,824700,453,7165.0,902.0,244.0,6896188710895799553,3,3,5,5,3,1,minimal repetition (1),,,5,5,5,5,5,0,,6,10,4,10,10,5
23808,2020-11-21 04:29:49,5.110.665.490.856,18,,386,28,4,0,26,0,35.5,4.0,751.0,6897429655717039361,1,2,2,2,2,1,,,,1,2,1,1,1,1,,3,4,3,3,2,2
23815,2020-10-31 00:25:13,5.771.426.025,15,,3900000,29800,298,1,2396,5,6994.0,630.0,698.0,6889573705882553606,3,2,2,2,3,0,,,,3,3,3,4,3,1,,5,4,3,6,7,4
23837,2020-11-16 21:22:15,5.786.798.131.944,15,,340400,20800,509,2,4999,9,1156.0,66.0,396.0,6895835133060877569,1,1,2,1,3,1,,,,2,3,2,2,2,1,,2,3,4,5,4,3
